created_at,id_str,full_text,quote_count,reply_count,retweet_count,favorite_count,lang,user_id_str,conversation_id_str,username,tweet_url
Tue May 07 12:27:06 +0000 2024,1787821458317848824,@zulfikar_k360ib Becuk downfall di mata vtuber here we go https://t.co/Ea61iYHpeU,0,0,0,0,en,502829778,1787519792032907502,endmoisuffering,https://twitter.com/endmoisuffering/status/1787821458317848824
Tue May 07 07:42:13 +0000 2024,1787749764731474338,Becuk can't catch this,0,0,0,0,en,1463244788719767552,1787749764731474338,diptherium,https://twitter.com/diptherium/status/1787749764731474338
Tue May 07 06:59:41 +0000 2024,1787739063568773580,"NORMALIZE EMBARRASSING BECUK, UNTIL THEY GIVE BACK OUR RIGHTS AS A TOURIST TO SHOP OVERSEAS FOR PERSONAL USE.",0,2,4,22,en,900013274002989057,1787739063568773580,thepan_316,https://twitter.com/thepan_316/status/1787739063568773580
Tue May 07 04:26:04 +0000 2024,1787700404404498875,"Here I said again, Becuk tolol",0,0,0,0,en,1350939300,1787700404404498875,shinunoa,https://twitter.com/shinunoa/status/1787700404404498875
Mon May 06 11:29:25 +0000 2024,1787444553936740404,@txtdarionlshop Affectionnya becuk berdasarkan Garry Chapman &amp  Paul White: 🔥Act of tax punishment  🔥Physical tax 🔥Tangible tax 🔥Quantity tax payment 🔥Tax affirmation,0,0,0,5,en,1681741765727105024,1787159779468771372,mudahsenyumah,https://twitter.com/mudahsenyumah/status/1787444553936740404
Mon May 06 11:16:13 +0000 2024,1787441233180467603,"another day, another becuk slander 🤩  a place full of clown istg 🤡🤡🤡",0,0,0,0,en,1279419968866545665,1787441233180467603,blatherxkite,https://twitter.com/blatherxkite/status/1787441233180467603
Mon May 06 10:42:02 +0000 2024,1787432630058881422,Hope it's passed becuk,0,0,0,0,en,786152180239568900,1787432458423882153,bbuebery,https://twitter.com/bbuebery/status/1787432630058881422
Mon May 06 08:17:28 +0000 2024,1787396248041062506,@medyrenaldy_ Megatron and becuk collabs when?,0,0,0,0,en,86273612,1787346670935761244,adrianrendra,https://twitter.com/adrianrendra/status/1787396248041062506
Mon May 06 06:52:26 +0000 2024,1787374850438471789,And here we go again becuk.,0,0,0,0,en,1762443253146845184,1787374850438471789,saysvtname,https://twitter.com/saysvtname/status/1787374850438471789
Mon May 06 05:08:34 +0000 2024,1787348710806184326,One day one story becuk,0,1,0,0,en,1117245828651839489,1787348710806184326,Shuashuashua171,https://twitter.com/Shuashuashua171/status/1787348710806184326
Mon May 06 04:05:34 +0000 2024,1787332854890029080,one day one kasus becuk,0,0,0,0,en,721680913818476545,1787332854890029080,lamourdhiver,https://twitter.com/lamourdhiver/status/1787332854890029080
Mon May 06 03:58:12 +0000 2024,1787331000118489598,Same shit different day by becuk.,0,0,3,0,en,7986442,1787331000118489598,ptrbrmnty,https://twitter.com/ptrbrmnty/status/1787331000118489598
Mon May 06 03:20:06 +0000 2024,1787321412044382607,In Indonesia it would be $1000 because becuk,0,0,0,1,en,980686257301872640,1787321412044382607,latudimas,https://twitter.com/latudimas/status/1787321412044382607
Mon May 06 02:42:20 +0000 2024,1787311907550179392,"another day another orang misuhin becuk""",0,0,0,0,en,1409173282734051332,1787311907550179392,andsprite_17,https://twitter.com/andsprite_17/status/1787311907550179392
Mon May 06 02:24:49 +0000 2024,1787307503187022055,Everyday we all middlefingering becuk gajetot,0,0,0,0,en,1529779959497039873,1787307503187022055,hie_hsr,https://twitter.com/hie_hsr/status/1787307503187022055
Mon May 06 00:10:47 +0000 2024,1787273770195181823,@tanyakanrl 1 day 1 case beCUK 🙂‍↔️,0,0,0,28,en,2757627951,1787272829546971396,briscly,https://twitter.com/briscly/status/1787273770195181823
Sun May 05 15:04:30 +0000 2024,1787136294625395040,It's always morally correct to be happy for becuk's misery,0,1,1,3,en,123527341,1787136294625395040,djenanggulo,https://twitter.com/djenanggulo/status/1787136294625395040
Sun May 05 13:21:00 +0000 2024,1787110248387592404,"What's up with all this bear vs man? We still got our plate full of becuk things, now we add this ragebait to the menu? Never satisfied aren't we? https://t.co/lerMm8Umu0",0,0,0,0,en,1103938406,1787110248387592404,Elfar9998,https://twitter.com/Elfar9998/status/1787110248387592404
Sun May 05 11:55:00 +0000 2024,1787088605573443834,calm your dong becuk. it's a joke https://t.co/rWdYtDoiLN,0,0,0,5,en,1527260274516176896,1787088605573443834,ChaeshaJA,https://twitter.com/ChaeshaJA/status/1787088605573443834
Sun May 05 08:53:02 +0000 2024,1787042809138278645,@murwalistyo @beacukaiRI Meanwhile Becuk https://t.co/9imMkxD40D,0,0,0,0,en,43865503,1786696817872367641,haryadhit,https://twitter.com/haryadhit/status/1787042809138278645
Sun May 05 08:01:33 +0000 2024,1787029855714087305,another becuk story 😂,0,0,0,0,en,72494394,1787029855714087305,nadiaapee,https://twitter.com/nadiaapee/status/1787029855714087305
Sun May 05 07:53:04 +0000 2024,1787027721379524723,@merapi_uncover Becuk be like : https://t.co/7yIaFDxAxq,0,0,0,0,en,1690687369048158208,1786790038791172479,darkjok_reborn,https://twitter.com/darkjok_reborn/status/1787027721379524723
Sun May 05 07:30:31 +0000 2024,1787022044632404202,@AnitaCarolien_ becuk is getting chaos every day. shibal,0,1,0,0,en,841786323178471424,1787021798644859034,mandanitikaa,https://twitter.com/mandanitikaa/status/1787022044632404202
Sun May 05 06:09:02 +0000 2024,1787001540806685122,becuk as a father,0,0,0,1,en,386467796,1787001540806685122,loudcaptain,https://twitter.com/loudcaptain/status/1787001540806685122
Sun May 05 04:45:18 +0000 2024,1786980468032000454,@txtdrimedia One day one berita becuk,0,0,0,0,en,1722611198280212480,1786716146026299457,snouwphy,https://twitter.com/snouwphy/status/1786980468032000454
Sun May 05 03:42:14 +0000 2024,1786964593782464855,Another day...another kasus kang becuk.,0,0,0,0,en,1358457194,1786964593782464855,atletKRL,https://twitter.com/atletKRL/status/1786964593782464855
Sun May 05 02:17:08 +0000 2024,1786943181592084698,me watching becuk’s downfall: https://t.co/Gs7rE2KEcV,0,1,0,5,en,1645352036840636418,1786943181592084698,geomminhoe,https://twitter.com/geomminhoe/status/1786943181592084698
Sun May 05 01:46:23 +0000 2024,1786935443050873250,@wudenhorst cant believe becuk saving ur wallet,0,1,0,0,en,1313498986490155011,1786756783354372230,3xcelsis,https://twitter.com/3xcelsis/status/1786935443050873250
Sun May 05 00:09:08 +0000 2024,1786910966510448764,ouuuu we all against becuk 🥰🥰🥰,0,0,0,2,en,1196106163089104896,1786910966510448764,natadecochol,https://twitter.com/natadecochol/status/1786910966510448764
Sat May 04 23:09:11 +0000 2024,1786895881398329518,"one day, one story from becuk",0,0,0,2,en,418663097,1786895881398329518,isfaiznaufal,https://twitter.com/isfaiznaufal/status/1786895881398329518
Sat May 04 17:25:01 +0000 2024,1786809266290221481,I could literally buy a cemilan for Rp 5.000 and becuk would ngasih denda Rp 5.000.000,0,1,0,0,en,1526827406584971264,1786809266290221481,chirorchid,https://twitter.com/chirorchid/status/1786809266290221481
Sat May 04 17:04:04 +0000 2024,1786803994066845747,"What happened to bea cukai taun 2018an when i bought something for like 999k rupiah and the org becuk be like klo nambah seribu aja bakal kena pajak nih, untung engga ya""  And so everything goes according to the procedure and i didnt pay any tax yay 👍""",0,0,0,2,en,1401982661824970756,1786803994066845747,chiaroskuroo,https://twitter.com/chiaroskuroo/status/1786803994066845747
Sat May 04 15:18:46 +0000 2024,1786777494349373463,@gviltia There is a deepest pit of hell reserved only for Becuk,0,1,0,1,en,1746362923684085761,1786600011306037478,ctqfriedmybrain,https://twitter.com/ctqfriedmybrain/status/1786777494349373463
Sat May 04 10:29:25 +0000 2024,1786704678111351061,god i want to buy that kanesan poster so bad but ah becuk,0,0,0,0,en,1440515178966110214,1786704678111351061,MariKuriko,https://twitter.com/MariKuriko/status/1786704678111351061
Sat May 04 07:56:38 +0000 2024,1786666228003787045,"@small_mofo_Mk2 Can we just collectively and massively make orang becuk"" as an insult for people who are incompetent at our workplaces??""",0,0,0,0,en,2919476047,1786276543637127623,grrrandmagus,https://twitter.com/grrrandmagus/status/1786666228003787045
Sat May 04 03:57:15 +0000 2024,1786605985135804861,Shame on you becuk indo,0,0,0,0,en,1682605263868792835,1786605985135804861,masayaank,https://twitter.com/masayaank/status/1786605985135804861
Sat May 04 03:33:30 +0000 2024,1786600011306037478,Becuk won't see the pearly gates of heaven https://t.co/khTfxBazas,0,1,0,1,en,903581054044315649,1786600011306037478,gviltia,https://twitter.com/gviltia/status/1786600011306037478
Sat May 04 01:42:36 +0000 2024,1786572102390501839,"Status NCT 127, NCT DREAM, WAYV, NCT WISH - OFFICIAL LIGHTSTICK FANLIGHT VER.2:  Lg proses becuk, inshaAllah ready sblm tds3 ya  #FandomKitsID_Updates",1,2,1,1,en,1192269013398589440,1786572102390501839,fandomkitsID,https://twitter.com/fandomkitsID/status/1786572102390501839
Sat May 04 00:40:36 +0000 2024,1786556497880854706,"@TezaSumendra Been there. But I drank some and poured some into the bin. Then gave the middle finger to them. One becuk dude laughed, the other dude seemed unhappy with what I did.",0,0,0,0,en,61424062,1786273008937734323,alienordic,https://twitter.com/alienordic/status/1786556497880854706
Fri May 03 23:22:36 +0000 2024,1786536867715838103,oh my god id burn down becuk myself to the ground,0,0,0,0,en,1073620716484886528,1786536867715838103,nakosfan,https://twitter.com/nakosfan/status/1786536867715838103
Fri May 03 21:39:49 +0000 2024,1786511003733442664,real 1 day 1 becuk problem😭,0,0,0,0,en,1017819213979795456,1786511003733442664,asapjhene,https://twitter.com/asapjhene/status/1786511003733442664
Fri May 03 15:55:06 +0000 2024,1786424249990909991,Becuk when meet with robb (god)   https://t.co/9DC8QTUzjK,0,0,0,1,en,861140203162841093,1786424249990909991,mamauludii,https://twitter.com/mamauludii/status/1786424249990909991
Fri May 03 15:14:22 +0000 2024,1786414002173792755,"@xxnorm @beacukaiRI Aww hell no, becuk haters Justice",0,0,0,0,en,1007507710219173888,1786321691301577202,daehypeelS_,https://twitter.com/daehypeelS_/status/1786414002173792755
Fri May 03 12:53:26 +0000 2024,1786378532953932079,Becuk pick the wrong fight......,0,0,0,0,en,50849040,1786378532953932079,hiYano,https://twitter.com/hiYano/status/1786378532953932079
Fri May 03 12:27:11 +0000 2024,1786371930070687855,@Cindyramadhania @prastow @melanieppuchino @kisbet_ ajg repliesnya buzzer becuk semua  one pair of jeans is like 70 dollars. one pair of shoes is 120 dollars. two items in and we’re close to 50% of the capped value 🤦‍♀️,0,0,0,0,en,1740446580358955009,1786003786848432254,mintchipbingb,https://twitter.com/mintchipbingb/status/1786371930070687855
Fri May 03 10:09:53 +0000 2024,1786337376526295520,Becuk people are competing to be the first batch of Indonesians going to hell.,0,0,0,3,en,1369118102,1786337376526295520,MissWakeUp,https://twitter.com/MissWakeUp/status/1786337376526295520
Fri May 03 09:32:16 +0000 2024,1786327909520814310,@GrapedUp GOD I FORGOT Becuk in our country is such a 💩,0,2,0,2,en,1496706049566412800,1780424198235521362,9jhahaha,https://twitter.com/9jhahaha/status/1786327909520814310
Fri May 03 07:41:19 +0000 2024,1786299987460272465,@small_mofo_Mk2 Normalize witch hunt petugas becuk...,0,0,0,1,en,2311528753,1786276543637127623,YustineMelinda,https://twitter.com/YustineMelinda/status/1786299987460272465
Fri May 03 07:25:37 +0000 2024,1786296037055017042,@TezaSumendra lmao let's gag that becuk preman,0,0,0,0,en,1358395715278364673,1786273008937734323,erenyuh,https://twitter.com/erenyuh/status/1786296037055017042
Fri May 03 05:34:40 +0000 2024,1786268115120353453,Aight See you later in 2 months when Becuk pulls another tomfoolery,0,0,0,1,en,1073343709381623809,1786268115120353453,Spike21Spiegel,https://twitter.com/Spike21Spiegel/status/1786268115120353453
Fri May 03 03:35:16 +0000 2024,1786238067239686556,@wordfangs Becuk vs everybody,0,0,0,0,en,228219887,1785860352678453483,wandawlndr,https://twitter.com/wandawlndr/status/1786238067239686556
Fri May 03 00:48:04 +0000 2024,1786195990476980438,@C4k_D3pp @cakra When Becuk sounds like Dancuk...,0,0,0,0,en,1542074305558720517,1786008378898280755,watonsuloyo99,https://twitter.com/watonsuloyo99/status/1786195990476980438
Thu May 02 17:05:52 +0000 2024,1786079671320469801,Becuk is so shit I need them burned.,0,0,0,0,en,1707949219473215488,1786079671320469801,ciumjingyuan,https://twitter.com/ciumjingyuan/status/1786079671320469801
Thu May 02 15:04:49 +0000 2024,1786049210070245517,@nandolloris becuk my love 🥰🥰🥰,0,0,0,0,en,73860598,1786039279820607927,nelsonsanderson,https://twitter.com/nelsonsanderson/status/1786049210070245517
Thu May 02 14:54:58 +0000 2024,1786046731987333609,@nelsonsanderson close! 2.2jt before tax but trust becuk’s going to bump it up to 3jt minimum 😍,0,1,0,1,en,1454976078087217156,1786039279820607927,nandolloris,https://twitter.com/nandolloris/status/1786046731987333609
Thu May 02 14:17:09 +0000 2024,1786037214671196353,Does anyone wants to fight becuk in my honor and bring them home safely to my arms https://t.co/R3PFYnH6Ti,0,0,0,0,en,98838691,1786035298314375416,hizekiy,https://twitter.com/hizekiy/status/1786037214671196353
Thu May 02 07:28:08 +0000 2024,1785934282369925254,@hashi_e typical becuk 💀😔,0,0,0,1,en,1426026523472003075,1785930052645036095,mikakukaku,https://twitter.com/mikakukaku/status/1785934282369925254
Thu May 02 05:36:13 +0000 2024,1785906117362712963,it’s may already?! hope good things find us this month &amp  bring us happiness n blessings &lt 3 kecuali oknum becuk,0,0,0,1,en,1366303213578637316,1785906117362712963,heart0fglasz,https://twitter.com/heart0fglasz/status/1785906117362712963
Thu May 02 05:32:53 +0000 2024,1785905276148998420,Indonesia becuk is truly the root of evil,0,0,0,1,en,97177982,1785905276148998420,ikkakuro,https://twitter.com/ikkakuro/status/1785905276148998420
Thu May 02 03:20:11 +0000 2024,1785871883545796635,God please take his pain away and give it to every staff of becuk yang jahat sama wni🙏🏼😭,0,1,0,0,en,990862783112593408,1785871883545796635,thejisungssi,https://twitter.com/thejisungssi/status/1785871883545796635
Thu May 02 02:48:16 +0000 2024,1785863852774846741,@medyrenaldy_ Downfall of Becuk🔥🔥.....i wish,0,0,0,1,en,1007507710219173888,1785634337347833902,daehypeelS_,https://twitter.com/daehypeelS_/status/1785863852774846741
Wed May 01 15:15:15 +0000 2024,1785689448921153539,@medyrenaldy_ BECUK VS EVERYBODY,0,0,0,0,en,1004341722690670592,1785579562547708101,AmbarBaw,https://twitter.com/AmbarBaw/status/1785689448921153539
Wed May 01 08:29:27 +0000 2024,1785587323029324173,@medyrenaldy_ Unboxing megatron collab with becuk 😝,0,0,0,0,en,1228035138,1785579562547708101,blckdandelion,https://twitter.com/blckdandelion/status/1785587323029324173
Wed May 01 04:04:32 +0000 2024,1785520658308534413,i ain't reading that. fuck becuk✊,0,0,0,0,en,158798712,1785520658308534413,nrendiansyah,https://twitter.com/nrendiansyah/status/1785520658308534413
Wed May 01 01:31:18 +0000 2024,1785482092299825538,"Idk guys, any becuk regulations kinda make sense, iya strict ribet lelet mahal bcs we ( I mean me) don’t know shit about those regulations 😭😭😭😭",0,0,0,0,en,1164046040720297986,1785482092299825538,Hufhufhuah,https://twitter.com/Hufhufhuah/status/1785482092299825538
Wed May 01 01:14:34 +0000 2024,1785477882753745237,@medyrenaldy_ Becuk be like https://t.co/QPfh2GIdan,0,0,0,0,en,1648961699775660038,1785277331495661574,didin6ha,https://twitter.com/didin6ha/status/1785477882753745237
Wed May 01 01:08:04 +0000 2024,1785476246811664797,@masnyakamuuuu @medyrenaldy_ Becuk be like,0,0,0,0,en,1124187463130406913,1785277331495661574,9100sei,https://twitter.com/9100sei/status/1785476246811664797
Wed May 01 00:23:03 +0000 2024,1785464917698781365,O yea I might engage in something political sm aku bakal salty sm becuk.. sabar yeah,0,1,0,0,en,1349333820521082881,1785464917698781365,iwearamicrowave,https://twitter.com/iwearamicrowave/status/1785464917698781365
Tue Apr 30 16:10:49 +0000 2024,1785341044068159498,april's proof order!!! bulan paling banyak off &amp  struggle dengan becuk + hari libur☺️☺️☺️  thank you so much!! 💗🥰 https://t.co/sQfXFHFI1P,0,0,0,0,en,1565951527973720064,1756342621193314443,blueishtwo,https://twitter.com/blueishtwo/status/1785341044068159498
Tue Apr 30 12:24:42 +0000 2024,1785284139547267359,becuk downfall soon 😌,0,0,0,0,en,1157530535226294274,1785284139547267359,ivegeeul,https://twitter.com/ivegeeul/status/1785284139547267359
Tue Apr 30 12:12:09 +0000 2024,1785280979369971835,i’ll be waiting for becuk’s downfall,0,0,0,0,en,1061127249905078272,1785280894645023056,httpbels,https://twitter.com/httpbels/status/1785280979369971835
Tue Apr 30 08:16:55 +0000 2024,1785221784675217442,Jerome Polin for becuk ambassador let's gooooo,0,0,0,0,en,434128681,1785221784675217442,alip_arko,https://twitter.com/alip_arko/status/1785221784675217442
Tue Apr 30 07:58:34 +0000 2024,1785217164104098051,becuk just now becomes my new opp whos with me,0,0,0,0,en,866599296350552065,1785217164104098051,achmadfasyada,https://twitter.com/achmadfasyada/status/1785217164104098051
Tue Apr 30 06:47:01 +0000 2024,1785199158728839251,reminds me of the jentle home candies i ordered but when it was arrived it was slightly melted karena sempet ketahan di becuk 😭,0,0,0,1,en,379090419,1785198566979633583,boljangnan,https://twitter.com/boljangnan/status/1785199158728839251
Tue Apr 30 06:15:02 +0000 2024,1785191109905498592,Becuk in a nutshell :,0,0,0,0,en,1011233890621509633,1785191109905498592,4mod_,https://twitter.com/4mod_/status/1785191109905498592
Tue Apr 30 05:47:25 +0000 2024,1785184161415983556,"Another day, another drama becuk. I'm here for it 😼🔥",0,0,0,1,en,64118898,1785184161415983556,bucinindomih,https://twitter.com/bucinindomih/status/1785184161415983556
Tue Apr 30 04:46:48 +0000 2024,1785168906753397146,Another day another becuk funny story.,0,1,0,0,en,90391573,1785168906753397146,RuriOnline,https://twitter.com/RuriOnline/status/1785168906753397146
Tue Apr 30 03:59:41 +0000 2024,1785157047170068940,"of all the drama on x, the one I HATEEEE the most is still becuk tolol",0,0,0,0,en,1730197972762402816,1785156530402455869,aikusaes,https://twitter.com/aikusaes/status/1785157047170068940
Tue Apr 30 00:00:13 +0000 2024,1785096785423438209,"At this point y'all bullying her too much. She acknowledged her wrongdoings and pulled herself, no? Besides, we all rant and being an ass in social media sometimes. Kata gw energinya mending simpen buat bully becuk :))))",0,0,0,4,en,1472430578,1785096785423438209,daitsukkidayo,https://twitter.com/daitsukkidayo/status/1785096785423438209
Mon Apr 29 22:56:02 +0000 2024,1785080633720778854,Becuk never ending story 😂,0,0,0,0,en,79904598,1785080633720778854,ikazurria,https://twitter.com/ikazurria/status/1785080633720778854
Mon Apr 29 21:22:26 +0000 2024,1785057075267268722,Becuk F U C K E R S #BeaCukaiMakinBobrok,0,0,1,1,en,1504781957321748480,1785057075267268722,abangGionih,https://twitter.com/abangGionih/status/1785057075267268722
Mon Apr 29 19:34:25 +0000 2024,1785029895413960840,"i thought was it because of j*rome effect, but eh  preventing becuk is also reasonable enough oof",0,0,0,1,en,1019397538045050882,1785029895413960840,_dawnherald,https://twitter.com/_dawnherald/status/1785029895413960840
Mon Apr 29 18:21:19 +0000 2024,1785011495472128040,You can easily connect the dots between this and huru-hara Becuk. What a persistent douche,0,0,0,0,en,140306392,1785011495472128040,mudours,https://twitter.com/mudours/status/1785011495472128040
Mon Apr 29 18:17:35 +0000 2024,1785010559353847837,"i like how becuk saga is never ending, semoga ada reform",0,0,0,0,en,78189023,1785010559353847837,sonswsw,https://twitter.com/sonswsw/status/1785010559353847837
Mon Apr 29 18:12:08 +0000 2024,1785009186415501527,"Memang bagus ini sebenernya fitur following di twitter jadi kaga usah enek liat constant recommended tweets about becuk stealing stuff (just bcs i cant help but automatically liking those tweets, well guilty)",0,0,0,0,en,1572594407794417664,1785009186415501527,haithamsmilkers,https://twitter.com/haithamsmilkers/status/1785009186415501527
Mon Apr 29 17:50:33 +0000 2024,1785003753030213748,becuk person comeback becuk person i need u kinda,0,2,0,0,en,1327993924388982785,1785003753030213748,mechamarv,https://twitter.com/mechamarv/status/1785003753030213748
Mon Apr 29 16:53:10 +0000 2024,1784989312603529548,"Implying that the jodoh in question already got unboxed"" by the customs or them asking to take a part in you know what let's not delve into it further aight? Let's just focus on anjing2in becuk dkk""",0,0,0,0,en,1410561659064573959,1784989312603529548,SaintHaezer,https://twitter.com/SaintHaezer/status/1784989312603529548
Mon Apr 29 16:35:58 +0000 2024,1784984986615156983,its funny how i tweeted abt becuk not long ago and theres a big and sad discourse today haha,0,0,0,0,en,117692905,1784984986615156983,_ykmchi,https://twitter.com/_ykmchi/status/1784984986615156983
Mon Apr 29 16:35:10 +0000 2024,1784984783229214886,Becuk vs everybody 😆😆,0,0,0,0,en,626619075,1784984783229214886,sekaihun,https://twitter.com/sekaihun/status/1784984783229214886
Mon Apr 29 16:30:06 +0000 2024,1784983508987068785,Each day I hear something new about becuk's shady practices and each day I cursed them nonstop.,0,0,0,5,en,1531134472678043648,1784983508987068785,tisaudreychick_,https://twitter.com/tisaudreychick_/status/1784983508987068785
Mon Apr 29 16:08:40 +0000 2024,1784978115590258972,Oh brother I better see this motherfucker along with pegawai Becuk in hell,0,0,0,1,en,1086653448760610816,1784978115590258972,DenmarkTriads,https://twitter.com/DenmarkTriads/status/1784978115590258972
Mon Apr 29 16:06:12 +0000 2024,1784977492379570677,"@kkmanti becuk dan people berseragam, masuk black list 👍",0,1,0,2,in,326516952,1784825978650538294,alfidahanum,https://twitter.com/alfidahanum/status/1784977492379570677
Mon Apr 29 16:03:53 +0000 2024,1784976911216803979,Becuk should Congrats referee Shin for taking away all the spotlight from them.,0,0,0,0,en,85063248,1784976911216803979,Pelixiano,https://twitter.com/Pelixiano/status/1784976911216803979
Mon Apr 29 15:54:05 +0000 2024,1784974445033165210,Me everytime I encounter any assholes not just becuk,0,0,0,2,en,126888715,1784974445033165210,hkr_scn,https://twitter.com/hkr_scn/status/1784974445033165210
Mon Apr 29 15:32:24 +0000 2024,1784968989158044023,@xigarette_ another day another becuk kont,0,1,0,0,en,1204463960939847680,1784968720567378155,guraciene,https://twitter.com/guraciene/status/1784968989158044023
Mon Apr 29 15:26:43 +0000 2024,1784967558589972680,"This one of the best, most appropriately used tweet marah-marah I’ve ever come across on this app. I feel the rage with every word &amp  he’s right! We’re sick of this becuk BS!",0,0,7,24,en,69525295,1784967558589972680,AffiAssegaf,https://twitter.com/AffiAssegaf/status/1784967558589972680
Mon Apr 29 15:07:38 +0000 2024,1784962755042422939,@notsowise100 @ella_courty @rasndeso @thepan_316 @aslinyasamudra @beacukaiRI krn kadang pake english is way more polite yet insulting at the same time. way more representing the anger but looks formal and professional wkwk  maybe becuk can't get the whole point but we somehow so satisfied in reading it,0,1,0,1,en,1508458894624198656,1784582196092964894,GoxOcean,https://twitter.com/GoxOcean/status/1784962755042422939
Mon Apr 29 14:15:53 +0000 2024,1784949733238493461,This whole becuk discourse just makes me getting more and more annoyed of them. Remembering I bought a tshirt for 600k (already not cheap) and they ask me to pay almost 400k in tax... just burn them to hell 🙃🙃🙃🙃,0,1,0,2,en,211805808,1784949733238493461,wenzhoufam,https://twitter.com/wenzhoufam/status/1784949733238493461
Mon Apr 29 13:30:50 +0000 2024,1784938395934019860,"so much drama on the tl.... becuk, kip, v4ta, h*be.... pusing",0,0,0,0,en,1707717719595024384,1784938395934019860,ribodeul,https://twitter.com/ribodeul/status/1784938395934019860
Mon Apr 29 12:22:17 +0000 2024,1784921144048718082,Lol this becuk saga is hilarious.,0,0,0,0,en,1670342055464402944,1784921144048718082,_hot__chocolate,https://twitter.com/_hot__chocolate/status/1784921144048718082
Mon Apr 29 12:15:19 +0000 2024,1784919392020820059,Juara 1 playing victim: becuk,0,0,0,0,en,1303388592127971328,1784919392020820059,jeniperseger,https://twitter.com/jeniperseger/status/1784919392020820059
Mon Apr 29 12:13:21 +0000 2024,1784918895507526080,@ARSIPAJA u guys are being not serious right??? cc becuk,0,0,0,0,en,129452690,1784891682602823959,currysucx,https://twitter.com/currysucx/status/1784918895507526080
Mon Apr 29 11:57:37 +0000 2024,1784914937753813348,oh becuk peeps living under their own bubbles 🤭,0,0,0,0,en,1652022078999244800,1784914937753813348,echlatales,https://twitter.com/echlatales/status/1784914937753813348
Mon Apr 29 11:13:23 +0000 2024,1784903804548522310,@medyrenaldy_ Babiq buzzer becuk sampah “all clear!”,0,0,0,0,en,54807349,1784883321098428854,ferrdihidayat,https://twitter.com/ferrdihidayat/status/1784903804548522310
Mon Apr 29 10:30:12 +0000 2024,1784892935445807489,Go fuck yourself becuk,0,0,3,3,en,363494868,1784892935445807489,ArvinTunas,https://twitter.com/ArvinTunas/status/1784892935445807489
Mon Apr 29 10:22:25 +0000 2024,1784890979368964213,1 day 1 becuk problem,0,1,0,4,en,47906268,1784890979368964213,karinyoo,https://twitter.com/karinyoo/status/1784890979368964213
Mon Apr 29 06:30:28 +0000 2024,1784832605483073898,@femmenello Where becuk,0,1,0,0,en,1378243149420589056,1784829105898430659,lowelomxrchant,https://twitter.com/lowelomxrchant/status/1784832605483073898
Mon Apr 29 06:25:46 +0000 2024,1784831423750488473,Ooooh becuk so hot rn,0,0,0,0,en,66030164,1784831423750488473,AninAlf,https://twitter.com/AninAlf/status/1784831423750488473
Mon Apr 29 05:49:37 +0000 2024,1784822325457912098,becuk vs everybody,0,0,0,0,en,105266151,1784822325457912098,RFadhlilah,https://twitter.com/RFadhlilah/status/1784822325457912098
Mon Apr 29 05:45:59 +0000 2024,1784821412395688326,One Day One Becuk Problem 😖,0,0,0,0,en,1088437701328613378,1784821412395688326,nuuggu,https://twitter.com/nuuggu/status/1784821412395688326
Mon Apr 29 05:09:52 +0000 2024,1784812322156167170,DIFFUSE/FREEZE BECUK IM SO SERIOUS,0,0,0,1,en,197769228,1784812322156167170,geumjassi_,https://twitter.com/geumjassi_/status/1784812322156167170
Mon Apr 29 04:42:14 +0000 2024,1784805366704017843,". . . . ╱︎╱︎ ︵ . . ⌗ wts / want to sell !❜ ꒰꒰ sonny angel hsh bear ¡!~ ⌒⌒ ˚ ༘♡ ·˚꒰ includes bnf 📦 ꒱ ₊˚ˑ༄  —— ꒰ 210k ➡️ 192,6k ꒱ ₍ 📼 ᶻᶻᶻ via shopee video ₎ ₍ 📼 ᶻᶻᶻ stbo, ketahan becuk ₎  ⇘ : : dm me if interested! 🏷️ home sweet home summer 2024",0,0,1,0,en,1756334212100329472,1784805366704017843,songeljpg,https://twitter.com/songeljpg/status/1784805366704017843
Mon Apr 29 04:38:12 +0000 2024,1784804354874368192,"@thepan_316 @beacukaiRI It’s already hard when the crown “nyangkut di DC Cakung”, but when the crown “ketahan becuk”? It become mission impossible.   Gih ambil ndiri crown-nya king. Nyerah banget 😭",0,0,0,0,in,719729547533492225,1784582196092964894,secangkirkoepi,https://twitter.com/secangkirkoepi/status/1784804354874368192
Mon Apr 29 04:36:45 +0000 2024,1784803986530615694,"@medyrenaldy_ @beacukaisoetta Becuk 4,0 , no remorse or sorry in our dictionary",0,0,0,0,en,58661289,1784442232294240435,faridism,https://twitter.com/faridism/status/1784803986530615694
Mon Apr 29 04:28:46 +0000 2024,1784801980600517096,another day another masalah becuk,0,0,0,0,en,1476189636208652288,1784801980600517096,philocalisthere,https://twitter.com/philocalisthere/status/1784801980600517096
Mon Apr 29 04:24:25 +0000 2024,1784800883085279311,I pray for becuk downfall,0,0,0,1,en,1325701215603228676,1784795471749460403,hypermatrxx,https://twitter.com/hypermatrxx/status/1784800883085279311
Mon Apr 29 04:09:59 +0000 2024,1784797251178766558,waking up and reading becuk news actually soured my morning so bad.. IM SO TIRED OF BEING A CREATIVE IN THIS COUNTRY‼️,0,0,0,0,en,1032966817,1784797251178766558,shrinpuwu,https://twitter.com/shrinpuwu/status/1784797251178766558
